views,likes,dislikes
495389,21205,1302
382930,18780,176
4914343,53838,1531
6196086,222989,5332
23983852,841527,59192
428451,19036,579
2438280,99823,4854
1401046,143501,637
73547,7604,237
665063,26283,453
22640659,480089,13330
1349919,25768,427
996946,71633,11670
121298,12012,127
6568152,169866,4376
525218,30813,820
52319,5545,109
656481,28241,459
5638913,119453,1875
275856,2816,66
300952,15095,352
9439446,159087,6573
1381568,17897,752
858340,67271,648
896372,68599,735
3601895,135208,598
363886,53674,322
193754,3285,39
4854727,177164,6594
3085301,46839,571
439249,30624,17519
567989,17402,376
11986042,431292,3999
381658,11027,251
23672944,1758387,34970
7766258,590509,9433
6008177,170143,5925
18390777,595057,12038
2764649,92304,1337
780503,45417,291
209611,6179,167
22589308,272029,7072
893595,41760,897
352083,13527,64
1489032,84738,771
50536,1926,116
17090033,368488,8978
2553805,98720,1393
2280970,132070,1138
672499,7759,216
17921596,896846,13332
49691,1955,78
8100660,79862,5974
809973,48608,568
239045,13053,439
2570474,94268,1692
4338987,116834,17257
1162267,6097,298
1547253,87380,840
75932,1583,30
775913,38567,287
165972,964,93
12167218,413563,24352
115808,398,29
544655,74223,229
2837619,78345,4456
18461436,1260195,31801
190811,3198,164
4438547,131694,792
5022766,97296,2126
1684096,20375,411
12359055,604433,9547
10982484,127939,6003
1414930,15590,366
2066866,199680,545
157684,10861,184
510442,6484,270
411576,2091,113
298483,8722,281
2564399,144202,2085
2519116,202549,2388
94864,4620,98
1314970,20556,536
749374,11950,856
263294,2020,221
511245,24095,473
3239724,148896,3130
1954436,42436,645
435968,6415,164
545261,18532,928
1592604,12058,1620
11917504,32551,586
386757,4995,59
10225116,471885,4865
759697,8725,357
82925,414,68
970377,14847,327
848607,30352,1269
584545,41344,347
17769161,392401,10683
2984487,44423,1326
2615231,246241,1536
3725367,81444,1427
78382013,1324311,25522
2222968,30770,1019
685095,30565,2452
568946,13599,319
7684059,357331,7575
1505080,67788,16740
8227112,381172,7728
3669017,101178,3211
1404841,40059,2257
91424,7731,36
16422273,924845,18931
1890722,167809,1269
932219,11553,510
1007313,30656,1122
92740,601,39
7178756,508602,4471
1082789,11238,363
1344302,19459,494
2661218,264063,731
13859804,611319,5497
2089925,252562,2245
1140205,15415,337
317461,5041,203
988496,32955,377
1497962,48357,2791
174341,6891,584
1891536,243419,3734
308859,3039,261
2133269,78825,2714
138840,1722,24
5119345,414749,4821
6957456,177311,3217
157383,6480,254
317717,12540,227
298251,27806,218
5237339,190454,4099
465992,15149,99
627362,50761,1291
19292261,282848,3203
403567,20544,248
1848701,111668,898
172394,4593,329
889667,29531,454
167676,9317,164
8401393,393087,3066
548974,23704,219
5054542,76102,3201
838245,52660,426
1950164,69677,879
360653,38419,138
42326,1291,171
60737,608,28
3547789,137004,2362
1875412,26177,486
3145848,227853,3282
10150468,294068,2528
4676348,390387,11000
818747,26797,489
553151,23621,456
49511,2623,29
962744,31326,774
6075808,68954,4485
5425717,742640,10411
1969052,13794,981
3315957,85728,1202
1738184,45831,1134
110273,875,23
4358259,185441,3759
2725277,84227,1217
241924976,258041,31900
838857,33408,626
883983,135899,163
1054234,21925,273
131435,1741,50
33382737,480913,25152
248675,1625,85
723766,16151,478
3451556,29062,6737
2722148,13688,1881
5506600,696688,8427
355838,15333,92
4093803,57506,2954
2721786,233301,4307
9191413,1420969,8234
667723,7220,175
1084398,31186,507
967759,45762,552
153176,6177,118
1420399,76515,611
728683,45737,350
1867549,231362,577
7984529,74434,5020
1705942,93174,544
1068219,102897,1624
3261127,160028,1928
66953,401,33
6394808,69912,3860
5586194,118337,3127
3809821,60895,812
2040226,72623,10705
356257,14311,447
661610,12756,225
1800597,108238,980
823699,48222,396
3934493,357060,5090
288693,14922,547
1377710,26504,1108
2234813,61338,1920
79346659,2952901,23218
5861297,155519,4707
4026808,488266,11324
168915,9586,85
11901945,158679,11288
1076416,59917,505
1377403,25574,752
4480421,172876,2509
147612,1820,129
8783381,479698,4087
4108907,10324,319
3028678,109153,2587
1731877,79011,442
6444331,73603,1523
354001,3520,139
3024813,161866,931
2339742,240797,2368
388179,11837,282
78262,4566,36
876245,6540,16644
981209,73863,444
2800444,95811,1186
861083,77713,881
1315092,83572,844
3046314,189113,4494
21566062,1292288,51721
4514891,486868,10724
2466211,65459,975
2357888,180862,1050
15069170,201090,11336
31400044,359958,10570
1113079,70652,1156
466729,17202,3139
18497136,301469,6102
2007634,184144,1097
2565156,60737,1663
124916,3189,58
613878,26516,271
8985181,126549,3345
203092,13946,373
1309241,28006,448
1177943,11379,327
306400,9395,442
228593,2375,403
10552419,945458,8173
3859111,117743,4560
1005399,26251,430
171154,11545,204
437649,15180,195
4638454,33244,1069
171806,19428,333
10342606,400598,3088
302960,2102,60
435543,11158,227
2558057,38012,568
9354766,592939,14524
258523,9543,335
1877991,19458,292
10569960,538714,5393
1885673,70529,2519
169137,1836,50
107067602,928168,30251
3343181,70231,2578
2148349,75944,879
210828,10750,115
1052590,38990,824
5297228,27586,1003
4362826,147914,2915
4846729,245274,4331
644764,51631,435
1708320,137747,739
115993390,2983997,39068
10170266,851700,6131
16533551,860072,12561
6380125,556308,7755
19111099,1216970,26172
339974,18861,420
1561611,105449,569
711071,33546,1183
789366,32015,877
3498204,310089,1602
234601,8435,244
1260677,60743,476
343764,7191,98
218112,4062,80
10849254,103566,3048
86679193,1817264,17500
881259,27814,502
3711944,270596,1098
525559,7568,195
535222,36318,128
1170838,29383,418
705599,20868,367
4715233,268211,1901
1272166,8833,1492
46116896,577332,20911
1476418,65706,926
312524,14163,154
480387,4019,296
9784863,256913,6530
1575963,69609,425
5915451,95840,2495
4584675,48503,4808
7938382,502929,14874
5917741,345723,2051
1083483,22640,1191
519576,25581,283
122261385,7566531,214139
3022395,122169,1348
3005258,547402,26882
2286833,115244,563
2208728,68964,3317
9524754,613828,8250
3285093,44277,2703
2957083,238037,1432
5579154,133983,940
1622582,34367,1081
1235368,37628,788
1793703,168519,1750
982989,51642,782
300001,16109,1086
4922224,232625,3688
620730,72763,151
2188336,71201,2353
3817906,311518,1956
311447,4978,623
2093938,107029,2297
501053,7972,103
2033488,104856,5446
41415544,1427942,37669
2987930,57001,2684
654812,41075,1136
8431874,450790,11410
9482428,749033,18149
643763,49416,931
5777345,323919,7928
4760442,102437,1808
529660,7702,643
1215084,14462,571
925756,9763,500
686872,36943,269
205948371,1542834,80074
6483478,281290,3608
1132139,65361,677
10081322,73953,2350
65702,3550,238
920362,12883,304
1738292,10709,1197
6297871,381928,7083
10420028,910865,8520
230700,6480,214
359352,10931,1741
741994,37231,633
16268383,619834,7195
805530,74185,656
10510027,1025877,9305
371607,10964,265
596561,12067,454
113415,1960,34
2762076,43067,1095
195329,8219,228
6742282,266722,2410
483728,6579,112
3459227,45362,930
1587792,16961,497
785883,15561,317
2374242,35415,520
549065,16883,354
850239,49613,264
2047640,35897,1138
94023,2383,55
251915,25438,79
334077,34224,390
431321,9262,563
12268854,322744,4732
1618889,134916,1435
2966716,31981,802
1272151,6450,318
1183427,11879,2231
1493563,23957,530
1068673,22101,725
5196934,71535,3053
2857706,94933,762
404730,6571,748
945440,7543,315
656533,61399,1037
898315,23256,307
1003823,77161,462
1816417,54463,966
193873,28263,149
8109656,112233,3042
3301857,94240,1326
1535013,78557,902
2426696,85494,1297
1064569,23413,2380
201651,8225,339
2083795,35964,1120
245174,8000,108
435363,6906,283
225607,1752,51
1496071,40110,993
1484287,39214,268
1003877,10314,1175
860551,15884,144
3617951,43565,1689
720401,18488,239
2305385,21429,318
15812925,317694,49556
1099855,12076,373
460926,1926,3243
598725,3188,204
1532473,16362,442
14091435,443074,10812
433339,12252,61
665589,55598,636
2777318,72841,2730
102085,2073,74
315687,12463,116
1802203,141741,1356
2379610,44396,1832
567661,4446,339
202547,12012,64
104798,1327,47
2987949,93358,9988
183325,755,1493
1317297,14572,540
2691466,45143,946
971146,104462,1640
225076,13015,167
3711031,59449,2073
4602000,149874,3016
208266,4121,68
4529830,5969,1762
5366558,164476,6041
190050,2575,171
30491396,515475,9648
326400,4883,275
10526293,211440,6891
91150529,2973280,237843
11931440,193788,3908
2646036,55469,1050
126143,1803,30
524327,27730,2008
1620867,58220,615
253330,18486,185
991657,11906,698
1165980,14440,336
786418,16520,576
1250304,52178,415
42544159,954636,10915
900654,4731,392
156740,19153,135
4180528,117228,3591
515931,14920,376
712080,13799,822
435359,4304,103
671639,16964,633
1838988,64826,1422
1120323,25803,2130
515788,19415,684
1297715,20049,844
1856350,46913,1762
61588,1333,21
6138657,367992,5765
2736054,96524,1194
169720,1921,62
4338972,164113,6780
963563,18757,417
368817,5804,51
2236937,17117,2341
677201,30870,1260
920065,16950,194
4992138,186968,2854
21869,1752,31
895554,40424,410
1054232,13585,369
2231350,175816,2040
693872,47357,540
1406640,45896,1070
220500,6826,301
1539733,133964,1678
614657,36887,1350
1475019,15982,457
159155,1370,18
101117,4603,104
1409662,95260,781
520602,1562,61
1034109,58187,249
9093909,165887,2932
1118888,60147,702
1611036,27990,459
860886,19759,95
2353692,97882,4535
657140,5242,747
652939,29704,279
86129,160,67
1282166,28424,1028
3452546,23284,6737
598297,37925,286
392091,2090,107
209000,19518,290
471267,10279,310
31517101,428787,4574
19923032,14015,819
32339179,1075189,6419
1999805,139510,4006
4780653,121597,2952
4356959,98307,3739
8552502,184014,4284
1314707,95873,6355
1345927,9263,529
753062,24766,295
35993,717,62
3961910,271817,3669
997309,62210,1410
627007,50374,713
22409228,866517,6441
508362,20541,467
17284373,93594,3478
215881,1581,153
947787,35881,189
2831459,275892,4140
262071,7736,327
1070892,29099,2724
2348502,47078,665
1071937,32952,419
3689823,231231,3309
516716,6814,139
1340101,89653,1158
4430570,295286,3890
2467189,301130,1372
91643858,743492,26704
1258623,105022,1295
414648,16476,499
529465,31664,330
4070126,54217,861
826540,34036,844
557225,22818,441
469882,17456,4300
335661,7290,165
152443,1693,42
395568,11437,401
30934,230,396
532261,38542,571
2004912,56147,2147
907178,21166,770
427680,31279,201
8419000,124054,4102
986888,34146,267
1884111,88845,2618
8188097,112299,2405
981478,57723,483
3320974,45522,3265
458592,17097,166
144220,1538,37
2610248,54384,6018
1473718,63753,396
1317304,103530,2056
1654827,13752,2063
47064272,603988,24376
1990122,62913,2273
124057,7957,206
3926302,398810,11481
500357,7695,110
4948470,141933,7226
173124,3792,79
1908462,31504,885
35652,3607,1167
1733194,101480,1080
125666,227,108
1058614,22862,410
2979363,29201,581
13176631,1568817,25757
570545,1664,6086
16654001,148371,5455
11971176,419529,8767
737976,39110,156
801632,51767,494
6944990,419136,6495
184864,2384,53
667201,74935,404
7836516,98565,14078
609847,9447,632
288563,7546,242
3784201,121810,2202
3929187,79881,920
120578,1520,25
6792322,202229,4485
1201772,102165,1886
2656478,101885,9284
889210,45257,330
12245414,39460,1943
10133458,317510,11992
8280431,792523,7049
1365489,22181,582
457716,47582,934
355405,18985,339
2448935,352567,1537
660128,20364,425
489765,8603,374
205256,2412,48
20720502,659416,17760
672922,25696,331
25620821,397538,12743
1153630,72401,1060
19260944,675540,29249
6663218,293426,9975
168283,13240,73
122210,5767,78
6467247,162788,3918
378038,15860,268
7972165,107740,1531
537523,16469,512
1828363,58704,1466
297684,11561,64
853913,34201,1965
506922,14989,254
929434,25332,424
950544,14556,354
226718,15700,413
879977,49709,455
686872,11452,203
933639,40883,593
100469,1297,33
4300789,65977,4339
2808525,148580,2174
941374,56268,493
4505281,42779,1263
320703,1543,2183
521637,14457,365
118864,7228,20
7588404,379384,18339
2451282,20618,781
7115671,124304,4142
1575720,82988,889
421366,2444,6040
397698,5240,205
80767,1834,31
966908,75284,291
5656790,132675,4802
619021,49951,342
1039047,37722,504
1565328,129727,834
4269360,42246,4319
1242394,48904,1261
875658,10156,161
346264,23828,381
3578718,109747,667
454040,15363,81
212817,2153,44
1565858,85260,1492
368099,7516,573
610268,26229,689
115720,5395,174
1932316,125515,1282
120497165,4512033,176908
989929,52427,339
1786978,104595,471
553591,4255,140
9866802,125480,4835
329060,9521,323
775212,27400,316
1106847,22351,1047
1081733,22687,1447
1235427,56530,660
2774092,162482,1159
793254,21776,159
1000473,57462,309
7280290,526241,5127
394391,3946,204
673080,17436,368
955068,111085,274
992041,70006,317
7153386,198085,3849
1493979,16001,156
1810575,47754,771
404923,6397,110
846414,64237,547
6664594,503409,5965
1192145,44611,1377
1462462,103127,1028
4603223,130909,1067
3760575,318510,1829
1412009,76129,1981
1873642,225136,646
390823,7165,257
164660,452,1247
10490058,550691,25588
107040,7469,347
23347225,756476,21243
375794,19349,352
288699,15327,167
640617,22763,285
184955,6353,184
764159,15740,358
2846815,33721,1075
1346645,51002,1610
577968,51563,247
26867013,1281470,9342
399126,8686,252
3912962,80853,1180
559212,5444,2185
741145,31536,384
1271665,195807,8176
3164157,56449,3668
831019,64859,694
411672,10723,335
1371053,47900,229
282186,16020,114
188227,2163,101
1515302,46477,1439
309934,16670,169
929690,51709,617
244473,10574,381
690375,18459,408
629128,21949,187
96871,213,58
2822431,48163,1042
238380,1995,98
115452,4039,102
2492311,111497,1668
1454255,15838,503
10787360,560374,13999
6152157,276193,2930
2102375,170456,2401
343196,3162,105
412809,6053,129
12177791,450032,7012
124111,1059,81
3411040,250458,2915
1416967,115350,160
5805352,71465,875
594338,7979,127
290968,8227,206
69353,3561,68
17054018,1039371,15448
47538199,2837911,116630
2440253,44989,1160
161145,2395,97
233416,4275,149
290182,17616,78
1206568,23528,1176
1334191,73040,1500
596227,20528,321
15138434,317486,11158
518742,52055,1022
1482494,70337,13451
329536,9841,161
793521,7200,489
634827,7606,160
18043113,425823,91193
549556,5201,279
21153675,1099924,11321
387966,14481,306
2019388,71532,1008
808556,42143,680
140372,6296,38
2163213,75028,1776
273080,8236,497
2329449,34797,871
2213267,61159,1117
650385,25942,374
3668633,163133,1503
563143,1412,113
721541,26626,1367
14448998,477857,4161
4213141,430818,2855
18720462,542532,6983
801151,21899,425
20003228,1684150,37833
55547223,1443097,21014
67526,476,41
304064,3415,111
373911,6859,46
296557,5741,778
6108358,527549,14369
4733314,177557,2526
416282,23591,270
77563925,2455283,62622
4682038,106937,3410
15915071,1028299,20070
77327926,3837379,176865
33604860,354429,6567
2165667,1789,172
2237137,220838,3181
362379,11830,4434
578347,11464,227
1403264,89666,570
7052405,224358,14681
4969642,157870,3197
2875801,97787,1506
3154350,17764,2663
492189,45667,170
1494180,103208,529
4160693,188419,1336
11850160,227221,3179
3017918,84145,2593
4401615,238599,4793
1509361,42315,1251
4675650,413439,5294
3392882,58414,2226
18422842,339758,11490
469794,19813,141
1147230,59965,873
183398,8462,303
172566866,2165478,47220
485949,6387,200
1054207,42047,865
386335,2062,286
1219765,97879,1042
401439,7465,1382
3401763,166587,3450
110682,8024,212
3558387,73632,800
1064028,281409,801
64523,6715,129
366579,17873,501
5424095,81117,1306
1153033,28881,175
790802,74655,352
8281372,525521,1794
861025,10769,338
1156966,21787,287
3735569,81637,2520
2410530,29209,933
10079377,363952,5251
1184384,19935,212
840494,25122,868
589131,18648,953
225593,1734,123
316745,9961,356
12480057,129251,5003
203638,19412,192
529703,5379,148
2516016,78599,1407
415733,17161,563
6253407,346476,23624
376060,2541,69
1361841,104794,744
382382,25432,120
391633,15983,247
1078968,40073,428
5514916,131157,1875
482614,15726,421
1800184,22863,908
3814360,134136,1336
1406964,52092,3355
782627,19669,544
1502709,16603,899
154104,4283,242
296150,21024,94
6197418,167932,3891
3115789,43906,1167
852409,25857,163
548619,26155,465
173813,4538,238
750188,14893,445
14533061,445289,5584
700164,18850,225
2292298,66052,1290
1254053,38398,774
3549582,48061,1840
172418,5901,205
58541,488,30
102337,1055,24
3156928,75754,3187
627621,10355,150
3858728,183145,1472
1561943,202055,646
1685312,19414,531
219095,3330,87
813200,12287,925
9698576,748722,9483
2718582,109338,3916
252252,2655,80
973752,18573,274
739106,10737,205
948675,69993,503
2830161,96555,2740
15710567,196588,24252
167992,15919,197
565515,24324,141
15555154,330503,7940
1925482,168012,1128
9340698,800999,7295
223090,1481,99
10247197,460062,5988
1289657,16083,555
15545037,776666,20573
4596332,120341,2830
1042623,25191,582
979838,18973,222
315261,8055,2943
2248750,27640,321
35460,185,17
19419854,365832,5719
624497,7657,256
4809039,202156,1362
17002732,3233424,19905
16710964,325074,4751
30858104,490586,32538
1006512,18254,866
257647,3566,470
660286,33519,255
570189,26984,675
1599912,60639,939
3482261,93006,1654
8832099,462370,8688
366162,16099,292
142514417,3164057,69615
306310,20009,93
3576116,77158,1566
3015928,77774,1386
394464,20425,2641
3373740,55724,2149
479884,6454,117
936416,49590,805
620156,11708,211
901048,19873,459
4038242,30636,2975
5190574,196907,5268
1531590,100740,861
521788,4138,315
799108,34855,671
413636,23195,396
56633,3339,67
11577486,482483,3466
848521,35384,350
4305360,196915,2348
496688,24106,425
434773,5848,155
8431288,518114,6170
7048414,472036,9793
3624789,35781,1650
5265313,50410,6410
27796857,1204140,64655
516490,6451,194
5406766,164042,1938
510832,8680,128
391419,13110,352
313101,9421,217
11972134,301279,7853
2158679,33260,657
13703650,547722,8599
6154291,624210,7775
888134,7834,267
1000715,35309,766
734740,17469,351
5684639,376950,2033
5236351,227315,3616
6467930,247272,2350
2298329,42941,1007
3866273,31793,2460
1216349,70515,938
1249591,27828,491
195588,25469,68
687998,12540,165
102697,1236,26
5594528,126707,2620
93242,3554,80
511948,2510,114
346836,8283,168
121598,998,36
18652185,1452102,4779
447476,26131,350
2693223,39234,588
138133,4479,77
7313686,159706,2747
1097597,38680,2131
6167801,575328,5588
6098662,52549,673
1274714,14893,4547
42464543,687393,13912
493513,13232,716
17852235,960018,42569
910673,14632,412
11357416,339672,31889
4618109,322333,5924
1792673,662,36
9525336,134551,3360
1003962,30551,645
4925822,71719,3023
5789688,121446,3540
937241,32074,3018
2096276,105384,1465
6250598,444324,16042
5028123,99030,871
2521718,207002,1380
631481,27001,216
1534230,12503,6334
298572,9864,67
540572,36536,319
1297539,26212,715
2637810,92951,1612
1377225,80295,379
4297885,211761,2002
169744,5112,171
407589,31845,403
905388,28393,1825
366374,9091,164
292552,808,416
495432,9491,150
10676225,281780,7223
819591,33935,300
60643029,1033199,27901
2701688,48892,3374
1285190,20043,316
866628,49734,953
981094,22076,1382
1183652,23589,305
134130,1868,99
268710,5838,142
2623642,42767,939
2836342,150186,1179
266688,1755,118
586433,10466,794
442407,18581,508
7807955,186000,3722
22844345,2016256,46999
1552746,19566,362
13313180,570367,5699
603099,19502,285
94142,6010,59
1421456,10172,624
573485,62771,2171
15137774,218104,8116
1800501,20303,1325
498115,14611,253
5745402,146274,3378
767302,7942,103
538658,2611,4379
917910,11696,375
553922,23038,359
260016,4478,91
6221722,469645,6191
1700131,103838,1127
92479,1206,33
626734,15460,1792
3182671,90787,1164
194067,14431,62
1237093,43685,592
96403553,4158701,101900
2633880,19411,1187
768291,12590,502
6265878,308620,3574
2546733,16233,1837
211756,1566,72
14060745,265640,5790
1153212,7082,230
735952,17780,689
79000,2738,196
2151689,31195,2426
484070,9152,270
649264,9274,314
1701182,7225,387
263608,7631,226
296540,7967,344
1328345,129128,460
190105,5577,304
132349,601,26
227748,3777,130
2349361,11901,102
809579,22448,585
169966,3774,193
1124763,16355,190
616895,16484,358
4032443,97271,1856
2384853,41004,672
1007735,21030,210
3525191,48642,3521
1512102,27563,493
915628,30404,98
237348,8778,203
2668815,62931,1515
310620,14447,345
1035561,33380,306
4322747,231324,2210
639876,21507,240
3609728,151309,4289
862583,24206,381
1339981,18007,433
28450,791,106
625210,3410,459
607685,20139,329
1009153,11362,313
1345484,40235,612
2639913,83447,1426
2589538,93557,704
661018,20471,439
1277734,17735,284
14104191,556847,7868
3566004,155617,2124
477227,52986,225
1895344,97926,811
8605400,454193,8579
1380352,56515,1797
12051735,392056,5515
1681885,69390,1180
177302,18591,431
646579,42588,588
98936,758,33
1087159,49347,487
1284527,18668,337
267908,2715,88
440338841,6517818,191502
16073737,470382,14440
3129382,130535,2446
1489561,43118,1021
696230,7324,791
33497535,1152201,71709
6110860,146376,5577
489198,12186,268
538979,3939,216
1050862,105126,1373
4837545,141030,3183
928000,53252,180
2238072,94449,1605
29002314,691066,19027
467631,12187,256
395962,22451,1284
295561,2795,52
477923,6567,235
5571211,34402,3663
1564217,48058,1329
451073,14233,508
17868455,335645,9049
2374161,86134,2335
1923399,116648,2382
531655,29824,737
32129,187,4
2788841,33224,1567
965541,17336,1798
230103,1464,63
637456,15230,547
11314960,31019,17021
496107,41403,143
228223,18131,414
2602445,129501,1103
421796,19364,2634
435846,14224,366
2332334,25430,937
324565,30105,645
12586279,173929,5737
1654724,74771,2514
629945,32972,591
2405146,8772,285
613234,6472,396
7474838,334904,16108
673060,21611,464
4227881,79144,1803
2378393,218477,1160
1480242,66066,1097
961736,41714,1543
826829,79165,480
936315,64551,650
1725046,114826,869
108838,3482,67
46436793,397981,8385
1492409,60586,660
217053,6232,258
1029225,23569,407
1980494,38039,987
1791937,26813,751
56246553,495077,15166
1221349,58215,1562
265633,20489,261
8433206,397162,2984
2850472,46923,3305
1375856,25937,941
534578,18436,105
4987613,61946,12984
660621,28289,168
901699,14204,381
445674,41452,167
280979,15354,241
344199,10619,172
73058,1817,26
199124,5266,74
209103,11488,103
361246,31015,750
10966525,690530,15141
181577631,1459527,97999
739014,37260,625
161363,6316,160
472402,3288,166
425354,11816,771
3306126,175147,1692
866908,12070,252
496737,1290,82
889927,59297,892
15221054,511298,50802
2172065,93194,775
20716422,414986,5946
441487,2448,204
687348,7005,469
2050465,26937,814
3389374,198118,866
17528682,805317,11942
850791,16365,205
2219623,51605,804
294238,12566,120
383994,7392,285
2446143,99891,13484
236568,22687,171
556391,10294,798
121260999,1414793,58740
10337475,365275,7023
221123,7563,185
781102,21067,451
7500983,183729,2275
785904,23389,200
692568,26707,1270
2562677,155159,1188
3814756,123899,654
166356,6311,64
1286847,95022,982
8579480,241847,3575
279934,11001,424
105342,6584,40
2640791,111910,1502
759051,11111,387
1144460,52816,1102
8063425,254306,4396
2014242,104983,477
15982818,122040,13477
339721,9701,45
4362088,62934,5194
697009,28788,497
391058283,7428755,159095
322353,12706,83
216904,2600,41
1884904,29315,1082
235894,5963,228
3844891,234596,1791
545051,46597,980
1087096,17304,333
1118704,37790,646
1921845,81081,2106
155469,8179,82
1543556,61246,1014
88205,2149,34
429095,15567,85
2081546,44687,715
1844679,137471,18202
2196698,293535,1452
366705,11479,747
1411769,11275,306
382503,12887,808
5674110,126127,2141
6608264,347799,4865
2171882,47713,501
744733,47783,1960
1166804,44884,575
3170388,245947,2017
11167820,161366,54470
6821017,591611,10659
2422895,76118,1545
3383354,165023,944
29454735,442498,22226
4047262,215175,828
676404,22306,189
114408,2769,17
427919,27898,938
154747,1143,129
534414,24469,389
2815789,70198,7168
50253,406,47
2029705,95492,765
2489219,139873,1209
1112640,92441,392
620581,17631,1041
2588466,29478,1179
1148502,68057,415
4220472,136155,9509
1217658,42978,260
389934,19162,189
148509,4627,226
569814,43867,488
2066342,134225,2745
499837,29426,928
4476175,81236,2360
74922,4585,260
622339,7206,13980
1190105,57260,409
2660730,72786,1135
919784,38628,4427
82965293,735753,3152
4721306,43058,1951
700560,26723,254
1555667,24907,289
1020087,45298,621
1500732,56552,495
766800,28156,327
3683421,243206,6926
156203,20213,127
2182032,207559,3053
2284317,34228,382
56766,169,14
5064846,95368,6009
439689,3723,277
464770,7544,174
1454605,138587,1273
170476,1871,41
95537,10651,213
30390944,1413947,14430
81547808,1256569,30358
477651,14249,664
929537,5443,273
367709,4486,245
3117057,42690,516
190691,16859,183
1740893,71503,1195
12971588,1127453,27725
6748387,323581,2427
7536894,127265,4182
11025809,243444,5514
727253,12752,18423
693370,64769,256
52347894,3856600,28041
1804841,15513,754
2047251,114589,1262
1441465,19706,240
107825,199,63
744868,11066,386
331897,3712,66
28305960,329665,6364
3442708,193315,1122
1483004,71773,864
340233,6321,122
283920,17566,126
848772,25496,600
484521,6631,91
797016,11206,2067
2359570,134426,2542
2490729,80592,1910
2884247,62696,1440
1801461,79496,4896
287904,3411,1085
3208216,356627,771
175679,5370,181
4288207,123612,4078
12354118,290740,8091
2536797,77126,869
3307437,78424,3718
7328479,507574,8299
698592,44939,374
4557369,272898,3782
5168254,93789,1380
489413,17242,386
1289807,104700,1234
263987,13462,160
146095,8429,38
571606,14567,509
493448,23623,211
876931,141668,2278
449933,6014,84
2981958,88159,2307
4061004,31720,465
13811344,722218,50188
1924540,92559,554
1551341,28808,423
1439279,34247,11877
789007,40661,206
9275963,137062,9553
314817,7450,348
697703,1564,1149
2004799,60507,7279
286137,4678,54
2202684,133379,3856
939205,44812,642
540334,36146,4350
116782,6785,40
3156426,139213,1995
24971063,224817,5399
1795499,11748,1316
981790,73759,452
2921756,35791,1571
547199,20518,247
10754432,653143,15441
10511735,1526936,6325
2106253,114627,904
1050262,53287,1146
1955238,53088,766
400368,21534,182
53584,158,23
253627,2034,87
1423097,55048,154
2983351,6936,10129
321155,18668,198
947424,7864,376
1314388,50280,2026
5729754,414389,1458
79670011,3136787,123719
5207644,99630,6900
250213,8623,226
7662539,169133,2478
365438,5891,111
792436,7906,709
262376,1766,239
1515801,45662,807
905698,84701,740
186666,1374,62
546439,72800,423
7554025,312937,11940
78844,240,26
1287687,11385,565
9317422,140262,5244
822998,36438,792
226341133,4058253,70273
5775377,155296,2705
521892,7449,106
635014,28653,306
1539086,43838,447
438486,3107,205
23238516,6206,112
8360331,297421,3306
6075161,250421,1778
158083,1454,66
2839955,206606,1919
303535,6515,73
1210533,38039,668
2170924,26351,834
2350946,219287,1393
417428,303,434
2506377,213590,1440
3096014,104980,3410
12617738,859066,9256
14890203,391081,9135
971977,88140,855
1756287,53565,2073
140427,4963,81
291683,13321,203
67610923,1196288,28150
975101,55811,334
121877,5911,147
478487,19030,325
1003663,46910,481
2650116,183696,1976
6258611,471428,3239
408009,13110,113
851770,38341,522
701179,13781,2037
684762,46839,665
802768,20109,298
2214315,150401,988
755342,42140,2531
1147172,56065,1099
2153127,156296,885
1053006,23635,292
614172,13705,541
523666,24190,164
1448259,95739,938
251081042,6879853,560799
1731960,129336,975
190328,1375,181
533907,51471,197
1193704,11754,327
1772080,29022,92
184967,12279,176
9569397,70130,1529
329403,20812,412
3286851,301406,6466
2639214,83720,1106
1307947,45287,906
1621908,55503,468
3892232,155897,4086
1849847,46514,367
509313,16048,89
15236062,371119,4652
10990260,768016,9860
5666223,213149,3478
643880,39428,1383
8628588,557472,11418
5695612,179429,6087
427910,7317,106
12024694,230548,5417
1882641,112800,758
462747,28342,739
4256245,145738,1538
17153189,555643,102168
1229312,10880,385
1653502,62991,1571
2306239,39585,568
3322153,138602,1245
2416556,18496,658
1765559,37831,754
4526198,442500,1414
1068396,55514,2757
1610870,28797,725
1214337,74269,400
1866104,132842,6784
2846050,53436,3392
828746,13041,492
2992741,52247,1482
1544261,8936,823
22496288,627112,10986
856915,40187,681
633599,7856,374
6706960,56343,2398
3306153,56815,1585
4479932,190927,2657
185391,16549,171
1549153,81015,929
837053,75371,316
1262294,64423,3689
1444784,35926,994
1226912,16124,278
2025105,77360,634
4183725,169737,3518
891447,34521,427
3638316,49350,877
656658,6386,6533
593177,18263,114
114507,4734,76
226298,26190,158
2131518,153808,326
4533968,102286,4317
64418724,3079047,146466
5165529,117734,1887
720865,42710,696
461049,21608,533
567557,33237,1342
255636,14068,274
59568,3754,85
1612966,22283,3895
1058642,161602,461
73522354,1304958,131366
1459242,65120,805
4222181,88480,1863
2372540,108829,1158
4221604,193304,2702
155492,840,38
243665,11687,1055
734346,22813,323
9167871,122987,3621
4117080,108817,3870
2319215,51339,526
1180747,11781,694
2521236,125239,1920
1067034,14451,364
741544,14020,160
97551,2207,89
